ad_id;Street;City_Code
30367;Unknown;Unknown;Unknown, Unknown;
30368;Hildesheimer Strasse 432; Hannover (30519);Hildesheimer Strasse 432,  Hannover (30519);3.8689
30369;Hildesheimer Strasse 432; Hannover (30519);Hildesheimer Strasse 432,  Hannover (30519);3.8689
30370;Bult; Hannover (30173);Bult,  Hannover (30173);3.888
30371;Zoo; Hannover (30175);Zoo,  Hannover (30175);3.8999
30372;Vahrenwald; Hannover (30165);Vahrenwald,  Hannover (30165);3.8598
30373;Mitte; Hannover (30159);Mitte,  Hannover (30159);3.8622
30374;Badenstedt; Hannover (30455);Badenstedt,  Hannover (30455);3.7308
30375;Kirchrode; Hannover (30559);Kirchrode,  Hannover (30559);3.5366
30376;Herrenhausen; Hannover (30419);Herrenhausen,  Hannover (30419);3.7787
30377;-; Hannover (30519);-,  Hannover (30519);3.8467
30378;Wettbergen; Hannover (30457);Wettbergen,  Hannover (30457);3.7584
30379;Misburg-Sud; Hannover (30629);Misburg-Sud,  Hannover (30629);3.5545
30380;Kirchrode; Hannover-Kirchrode (30559);Kirchrode,  Hannover-Kirchrode (30559);3.5366
30381;List; Hannover (30161);List,  Hannover (30161);3.8848
30382;Bothfeld; Hannover (30659);Bothfeld,  Hannover (30659);3.7219
30383;Kleefeld; Hannover (30625);Kleefeld,  Hannover (30625);3.9253
30384;Hinrichsring 15A; Hannover (30177);Hinrichsring 15A,  Hannover (30177);3.9159
30385;Anderten; Hannover (30559);Anderten,  Hannover (30559);3.53
30386;Linden-Nord; Hannover (30451);Linden-Nord,  Hannover (30451);3.8019
30387;Davenstedt; Hannover (30455);Davenstedt,  Hannover (30455);3.7401
30388;Kirchrode; Hannover (30559);Kirchrode,  Hannover (30559);3.5366
30389;Herrenhausen; Hannover (30419);Herrenhausen,  Hannover (30419);3.7787
30390;Oberricklingen; Hannover (30459);Oberricklingen,  Hannover (30459);3.7824
30391;Marienwerder; Hannover (30419);Marienwerder,  Hannover (30419);3.7041
30392;Davenstedt; Hannover (30455);Davenstedt,  Hannover (30455);3.7401
30393;Ada-Lessing-Strasse; Hannover (30657);Ada-Lessing-Strasse,  Hannover (30657);3.9287
30394;List; Hannover (30163);List,  Hannover (30163);3.8848
30395;List; Hannover (30163);List,  Hannover (30163);3.8848
30396;Am Uhrturm; Hannover (30519);Am Uhrturm,  Hannover (30519);3.8637
30397;Bothfeld; Hannover (30659);Bothfeld,  Hannover (30659);3.7219
30398;Am Dornbusch 1; Hannover (30453);Am Dornbusch 1,  Hannover (30453);3.7538
30399;List; Hannover (30163);List,  Hannover (30163);3.8848
30400;List; Hannover (30177);List,  Hannover (30177);3.8848
30401;Alte Gehägestrasse 6b; Hannover (30627);Alte Gehägestrasse 6b,  Hannover (30627);3.598
30402;Alte Gehägestrasse 6b; Hannover (30627);Alte Gehägestrasse 6b,  Hannover (30627);3.598
30403;Wettbergen; Hannover (30457);Wettbergen,  Hannover (30457);3.7584
30404;Ledeburg; Hannover (30419);Ledeburg,  Hannover (30419);3.7906
30405;Linden-Sud; Hannover (30449);Linden-Sud,  Hannover (30449);3.8111
30406;Hartenbrakenstrasse 28; Hannover (30659);Hartenbrakenstrasse 28,  Hannover (30659);3.7208
30407;Veilchenstrasse 1; Hannover (30175);Veilchenstrasse 1,  Hannover (30175);3.861
30408;Isernhagen-Sud; Isernhagen-Sud (30657);Isernhagen-Sud,  Isernhagen-Sud (30657);3.755
30409;Vahrenwald; Hannover (30165);Vahrenwald,  Hannover (30165);3.8598
30410;Wettbergen; Hannover (30457);Wettbergen,  Hannover (30457);3.7584
30411;Misburg-Nord; Hannover (30627);Misburg-Nord,  Hannover (30627);3.6082
30412;Misburg-Nord; Hannover (30627);Misburg-Nord,  Hannover (30627);3.6082
30413;Stöcken; Hannover (30419);Stöcken,  Hannover (30419);3.7611
30414;Lahe; Hannover / Lahe (30659);Lahe,  Hannover / Lahe (30659);3.7021
30415;Mitte; Hannover (30175);Mitte,  Hannover (30175);3.8622
30416;Wettbergen; Hannover (30457);Wettbergen,  Hannover (30457);3.7584
30417;Oststadt; Hannover (30161);Oststadt,  Hannover (30161);3.8605
30418;Misburg-Nord; Hannover (30627);Misburg-Nord,  Hannover (30627);3.6082
30419;Sudstadt; Hannover / Sudstadt (30173);Sudstadt,  Hannover / Sudstadt (30173);3.8634
30420;Vahrenwald; Hannover (30165);Vahrenwald,  Hannover (30165);3.8598
30421;Bemerode; Hannover (30539);Bemerode,  Hannover (30539);3.4963
30422;Davenstedt; Hannover (30455);Davenstedt,  Hannover (30455);3.7401
30423;Misburg-Sud; Hannover (30559);Misburg-Sud,  Hannover (30559);3.5545
30424;Anderten; Hannover / Anderten (30559);Anderten,  Hannover / Anderten (30559);3.5098
30425;Misburg-Nord; Hannover (30629);Misburg-Nord,  Hannover (30629);3.6082
30426;Ricklingen; Hannover-Ricklingen (30453);Ricklingen,  Hannover-Ricklingen (30453);3.8146
30427;Raffaelstrasse 6; Hannover (30177);Raffaelstrasse 6,  Hannover (30177);3.9088
30428;Ledeburg; Hannover Herrenhausen (30419);Ledeburg,  Hannover Herrenhausen (30419);3.7906
30429;Vahrenwald; Hannover (30163);Vahrenwald,  Hannover (30163);3.8598
30430;Linden-Sud; Hannover (30449);Linden-Sud,  Hannover (30449);3.8111
30431;Linden-Mitte; Hannover (30449);Linden-Mitte,  Hannover (30449);3.8073
30432;Marienwerder; Hannover (30419);Marienwerder,  Hannover (30419);3.7041
30433;Isernhagen-Sud; Isernhagen-Sud (30657);Isernhagen-Sud,  Isernhagen-Sud (30657);3.755
30434;Sahlkamp; Hannover (30179);Sahlkamp,  Hannover (30179);3.9141
30435;Gross-Buchholz; Hannover (30655);Gross-Buchholz,  Hannover (30655);3.6446
30436;Hinrichsring 15; Hannover (30177);Hinrichsring 15,  Hannover (30177);3.9166
30437;Misburg-Nord; Hannover (30629);Misburg-Nord,  Hannover (30629);3.6082
30438;Herrenhausen; Hannover (31535);Herrenhausen,  Hannover (31535);3.7787
30439;Misburg-Nord; Hannover (30627);Misburg-Nord,  Hannover (30627);3.6082
30440;List; Hannover (30161);List,  Hannover (30161);3.8848
30441;Sudstadt; Hannover (30173);Sudstadt,  Hannover (30173);3.8634
30442;List; Hannover-List (30163);List,  Hannover-List (30163);3.8848
30443;Misburg-Nord; Hannover (30627);Misburg-Nord,  Hannover (30627);3.6082
30444;Sahlkamp; Hannover (30179);Sahlkamp,  Hannover (30179);3.9141
30445;Kirchrode; Hannover (30559);Kirchrode,  Hannover (30559);3.5366
30446;Wulfel; Hannover (30519);Wulfel,  Hannover (30519);3.8836
30447;Anderten; Hannover (30559);Anderten,  Hannover (30559);3.53
30448;List; Hannover (30163);List,  Hannover (30163);3.8848
30449;Sahlkamp; Hannover (30179);Sahlkamp,  Hannover (30179);3.9141
30450;Sahlkamp; Hannover (30179);Sahlkamp,  Hannover (30179);3.9141
30451;Sahlkamp; Hannover (30179);Sahlkamp,  Hannover (30179);3.9141
30452;Nordstadt; Hannover (30167);Nordstadt,  Hannover (30167);3.8247
30453;Bemerode; Hannover (30539);Bemerode,  Hannover (30539);3.4963
30454;Pasemannweg 14; Hannover (30659);Pasemannweg 14,  Hannover (30659);3.7193
30455;Misburg-Sud; Hannover (30559);Misburg-Sud,  Hannover (30559);3.5545
30456;Davenstedt; Hannover (30455);Davenstedt,  Hannover (30455);3.7401
30457;Vahrenheide; Hannover (30179);Vahrenheide,  Hannover (30179);3.8983
30458;Wettbergen; Hannover (30457);Wettbergen,  Hannover (30457);3.7584
30459;Marienwerder; Hannover (30419);Marienwerder,  Hannover (30419);3.7041
30460;Misburg-Nord; Hannover (30627);Misburg-Nord,  Hannover (30627);3.6082
30461;Bothfeld; Hannover (30659);Bothfeld,  Hannover (30659);3.7219
30462;List; Hannover (30163);List,  Hannover (30163);3.8848
30463;Bothfeld; Hannover (30659);Bothfeld,  Hannover (30659);3.7219
30464;Badenstedt; Hannover (30455);Badenstedt,  Hannover (30455);3.7308
30465;Bothfeld; Hannover / Bothfeld (30659);Bothfeld,  Hannover / Bothfeld (30659);3.6884
30466;Seelhorst; Hannover (30519);Seelhorst,  Hannover (30519);3.9115
30467;Gross-Buchholz; Hannover (30655);Gross-Buchholz,  Hannover (30655);3.6446
30468;Vahrenwald; Hannover (30165);Vahrenwald,  Hannover (30165);3.8598
30469;Ledeburg; Hannover (30419);Ledeburg,  Hannover (30419);3.7906
30470;List; Hannover (30163);List,  Hannover (30163);3.8848
30471;Waldhausen; Hannover (30519);Waldhausen,  Hannover (30519);3.8727
30472;Döhren; Hannover (30519);Döhren,  Hannover (30519);3.8732
30473;Kirchrode; Hannover / Kirchrode (30559);Kirchrode,  Hannover / Kirchrode (30559);3.5366
30474;Muhlenberg; Hannover (30457);Muhlenberg,  Hannover (30457);3.7601
30475;List; Hannover (30163);List,  Hannover (30163);3.8848
30476;Hainholz; Hannover (30165);Hainholz,  Hannover (30165);3.8285
30477;Seelhorst; Hannover / Seelhorst (30519);Seelhorst,  Hannover / Seelhorst (30519);3.9032
30478;Anderten; Hannover (30559);Anderten,  Hannover (30559);3.53
30479;List; Hannover (30177);List,  Hannover (30177);3.8848
30480;Badenstedt; Hannover-Badenstedt (30455);Badenstedt,  Hannover-Badenstedt (30455);3.7325
30481;Mittelfeld; Hannover / Mittelfeld (30519);Mittelfeld,  Hannover / Mittelfeld (30519);3.9243
30482;Gross-Buchholz; Hannover (30655);Gross-Buchholz,  Hannover (30655);3.6446
30483;Vahrenheide; Hannover (30179);Vahrenheide,  Hannover (30179);3.8983
30484;Leinhausen; Hannover (30419);Leinhausen,  Hannover (30419);3.7696
30485;Gross-Buchholz; Hannover (30655);Gross-Buchholz,  Hannover (30655);3.6446
30486;Bemerode; Hannover (30539);Bemerode,  Hannover (30539);3.4963
30487;Isernhagen-Sud; Hannover (30657);Isernhagen-Sud,  Hannover (30657);3.7587
30488;Davenstedt; Hannover (30455);Davenstedt,  Hannover (30455);3.7401
30489;Davenstedt; Hannover (30455);Davenstedt,  Hannover (30455);3.7401
30490;Theodor-Theuss-Ring 34; Hannover (30627);Theodor-Theuss-Ring 34,  Hannover (30627);
30491;Davenstedt; Hannover (30455);Davenstedt,  Hannover (30455);3.7401
30492;Gross-Buchholz; Hannover (30655);Gross-Buchholz,  Hannover (30655);3.6446
30493;Nordstadt; Hannover (30167);Nordstadt,  Hannover (30167);3.8247
30494;Seelhorst; Hannover (30519);Seelhorst,  Hannover (30519);3.9115
30495;List; Hannover (30655);List,  Hannover (30655);3.8848
30496;Sahlkamp; Hannover (30179);Sahlkamp,  Hannover (30179);3.9141
30497;Kirchrode; Hannover (30559);Kirchrode,  Hannover (30559);3.5366
30498;Sahlkamp; Hannover (30179);Sahlkamp,  Hannover (30179);3.9141
30499;Suntelstrasse 17; Hannover (30419);Suntelstrasse 17,  Hannover (30419);3.7699
30500;Sudstadt; Hannover / Sudstadt (30173);Sudstadt,  Hannover / Sudstadt (30173);3.8634
30501;Bothfeld; Hannover (30659);Bothfeld,  Hannover (30659);3.7219
30502;Wettbergen; Hannover (30457);Wettbergen,  Hannover (30457);3.7584
30503;Kirchrode; Hannover-Kirchrode (30559);Kirchrode,  Hannover-Kirchrode (30559);3.5366
30504;Vahrenwald; Hannover (30165);Vahrenwald,  Hannover (30165);3.8598
30505;List; Hannover (30163);List,  Hannover (30163);3.8848
30506;Mitte; Hannover (30453);Mitte,  Hannover (30453);3.8622
30507;Linden-Sud; Ricklingen (30457);Linden-Sud,  Ricklingen (30457);
30508;Mitte; Hannover (30163);Mitte,  Hannover (30163);3.8622
30509;Altgarbsen - Nord; Hannover (30171);Altgarbsen - Nord,  Hannover (30171);
30510;Misburg-Nord; Hannover (30629);Misburg-Nord,  Hannover (30629);3.6082
30511;Anecampstrasse 6; Hannover (30539);Anecampstrasse 6,  Hannover (30539);3.4913
30512;Mittelfeld; Hannover (30519);Mittelfeld,  Hannover (30519);3.9117
30513;Bothfeld; Hannover (30659);Bothfeld,  Hannover (30659);3.7219
30514;Oststadt; Hannover (30161);Oststadt,  Hannover (30161);3.8605
30515;List; Hannover (30163);List,  Hannover (30163);3.8848
30516;Leinhausen; Hannover (30419);Leinhausen,  Hannover (30419);3.7696
30517;Leinhausen; Hannover (30419);Leinhausen,  Hannover (30419);3.7696
30518;List; Hannover (30163);List,  Hannover (30163);3.8848
30519;Bothfeld; Hannover (30657);Bothfeld,  Hannover (30657);3.7219
30520;Oststadt; Hannover (30161);Oststadt,  Hannover (30161);3.8605
30521;Wettbergen; Hannover (30457);Wettbergen,  Hannover (30457);3.7584
30522;Vahrenwald; Hannover (30163);Vahrenwald,  Hannover (30163);3.8598
30523;List; Hannover - List (30177);List,  Hannover - List (30177);3.8848
30524;List; Hannover - List (30177);List,  Hannover - List (30177);3.8848
30525;Burg; Hannover (30419);Burg,  Hannover (30419);3.806
30526;Ahlem; Hannover (30453);Ahlem,  Hannover (30453);3.7452
30527;Mitte; Hannover (30159);Mitte,  Hannover (30159);3.8622
30528;Döhren; Hannover (30519);Döhren,  Hannover (30519);3.8732
30529;Muhlenberg; Hannover (30457);Muhlenberg,  Hannover (30457);3.7601
30530;Gross-Buchholz; Hannover (30655);Gross-Buchholz,  Hannover (30655);3.6446
30531;Kleefeld; Hannover (30625);Kleefeld,  Hannover (30625);3.9253
30532;Anderten; Hannover (30559);Anderten,  Hannover (30559);3.53
30533;Kleefeld; Hannover (30519);Kleefeld,  Hannover (30519);3.9253
30534;Kirchrode; Kirchrode (30559);Kirchrode,  Kirchrode (30559);3.542
30535;Kirchrode; Hannover (30559);Kirchrode,  Hannover (30559);3.5366
30536;Seelhorst; Hannover (30519);Seelhorst,  Hannover (30519);3.9115
30537;Vahrenwald; Hannover (30419);Vahrenwald,  Hannover (30419);3.8598
30538;Vahrenwald; Hannover (30419);Vahrenwald,  Hannover (30419);3.8598
30539;Kirchrode; Hannover (30559);Kirchrode,  Hannover (30559);3.5366
30540;Muhlenberg; Hannover / Muhlenberg (30457);Muhlenberg,  Hannover / Muhlenberg (30457);3.7643
30541;Karl-Schurz-Weg 4 F; Hannover - Mittelfeld (30519);Karl-Schurz-Weg 4 F,  Hannover - Mittelfeld (30519);3.9222
30542;Sahlkamp; Hannover (30179);Sahlkamp,  Hannover (30179);3.9141
30543;Misburg-Nord; Hannover (30629);Misburg-Nord,  Hannover (30629);3.6082
30544;Kirchrode; Hannover (30559);Kirchrode,  Hannover (30559);3.5366
30545;Lahe; Hannover (30659);Lahe,  Hannover (30659);3.6959
30546;Wulfel; Hannover (30519);Wulfel,  Hannover (30519);3.8836
30547;Mitte; Hannover (30159);Mitte,  Hannover (30159);3.8622
30548;Bodestrasse 1-3; Hannover-Nordstadt (30167);Bodestrasse 1-3,  Hannover-Nordstadt (30167);3.8322
30549;Bodestrasse 1-3; Hannover-Nordstadt (30167);Bodestrasse 1-3,  Hannover-Nordstadt (30167);3.8322
30550;Linden-Mitte; Hannover (30449);Linden-Mitte,  Hannover (30449);3.8073
30551;Seelhorst; Bothfeld (30657);Seelhorst,  Bothfeld (30657);
30552;Lahe; Hannover (30659);Lahe,  Hannover (30659);3.6959
30553;Kirchrode; Hannover (30559);Kirchrode,  Hannover (30559);3.5366
30554;Kirchrode; Hannover (30559);Kirchrode,  Hannover (30559);3.5366
30555;Friedhofsallee 4-8; Hannover / Seelhorst (30519);Friedhofsallee 4-8,  Hannover / Seelhorst (30519);3.8929
30556;Kirchrode; Hannover (30559);Kirchrode,  Hannover (30559);3.5366
30557;Bothfeld; Hannover (30659);Bothfeld,  Hannover (30659);3.7219
30558;Kleefeld; Hannover / Kleefeld (30625);Kleefeld,  Hannover / Kleefeld (30625);3.8993
30559;Limmer; Hannover / Limmer (30453);Limmer,  Hannover / Limmer (30453);3.7775
30560;Kirchrode; Hannover (30559);Kirchrode,  Hannover (30559);3.5366
30561;Linden-Nord; Hannover (30451);Linden-Nord,  Hannover (30451);3.8019
30562;Misburg-Nord; Hannover (30629);Misburg-Nord,  Hannover (30629);3.6082
30563;Muhlenberg; Hannover (30457);Muhlenberg,  Hannover (30457);3.7601
30564;Bothfeld; Hannover (30657);Bothfeld,  Hannover (30657);3.7219
30565;Kleefeld; Hannover (30625);Kleefeld,  Hannover (30625);3.9253
30566;Oberricklingen; Hannover / Ricklingen (30459);Oberricklingen,  Hannover / Ricklingen (30459);3.7824
30567;Kirchrode; Kirchrode (30559);Kirchrode,  Kirchrode (30559);3.542
30568;Bothfeld; Hannover (30659);Bothfeld,  Hannover (30659);3.7219
30569;Muhlenberg; Hannover-Muhlenberg (30457);Muhlenberg,  Hannover-Muhlenberg (30457);3.7643
30570;Sahlkamp; Hannover (30179);Sahlkamp,  Hannover (30179);3.9141
30571;Bothfeld; Hannover / Bothfeld (30659);Bothfeld,  Hannover / Bothfeld (30659);3.6884
30572;Marienwerder; Hannover (30419);Marienwerder,  Hannover (30419);3.7041
30573;Stöcken; Hannover-Stöcken (30419);Stöcken,  Hannover-Stöcken (30419);3.7728
30574;Badenstedt; Hannover (30455);Badenstedt,  Hannover (30455);3.7308
30575;Anderten; Hannover (30559);Anderten,  Hannover (30559);3.53
30576;Linden-Mitte; Hannover (30449);Linden-Mitte,  Hannover (30449);3.8073
30577;Nordstadt; Hannover (30167);Nordstadt,  Hannover (30167);3.8247
30578;Unknown;Unknown;Unknown, Unknown;
30579;Heideviertel; Hannover (30625);Heideviertel,  Hannover (30625);3.6007
30580;Gross-Buchholz; Hannover (30655);Gross-Buchholz,  Hannover (30655);3.6446
30581;Linden-Sud; Hannover (30449);Linden-Sud,  Hannover (30449);3.8111
30582;Vinnhorst; Hannover (30419);Vinnhorst,  Hannover (30419);3.8303
30583;Misburg-Nord; Hannover / Misburg-Nord (30629);Misburg-Nord,  Hannover / Misburg-Nord (30629);3.6187
30584;Sudstadt; Hannover (30173);Sudstadt,  Hannover (30173);3.8634
30585;Anderten; Hannover (30559);Anderten,  Hannover (30559);3.53
30586;Seelhorst; Bothfeld (30657);Seelhorst,  Bothfeld (30657);
30587;Davenstedt; Hannover (30455);Davenstedt,  Hannover (30455);3.7401
30588;Gross-Buchholz; Hannover (30655);Gross-Buchholz,  Hannover (30655);3.6446
30589;Wettbergen; Hannover (30457);Wettbergen,  Hannover (30457);3.7584
30590;Kirchrode; Hannover / Kirchrode (30559);Kirchrode,  Hannover / Kirchrode (30559);3.5366
30591;Marienwerderstr.3; Hannover (30449);Marienwerderstr.3,  Hannover (30449);3.794
30592;Oststadt; Hannover (30161);Oststadt,  Hannover (30161);3.8605
30593;Bodestrasse 1-3; Hannover-Nordstadt (30167);Bodestrasse 1-3,  Hannover-Nordstadt (30167);3.8322
30594;Bodestrasse 1-3; Hannover-Nordstadt (30167);Bodestrasse 1-3,  Hannover-Nordstadt (30167);3.8322
30595;Bodestrasse 1-3; Hannover-Nordstadt (30167);Bodestrasse 1-3,  Hannover-Nordstadt (30167);3.8322
30596;Mitte; Hannover (30159);Mitte,  Hannover (30159);3.8622
30597;Misburg-Nord; Hannover (30629);Misburg-Nord,  Hannover (30629);3.6082
30598;Bothfeld; Hannover (30659);Bothfeld,  Hannover (30659);3.7219
30599;List; Hannover (30177);List,  Hannover (30177);3.8848
30600;Linden-Nord; Hannover (30451);Linden-Nord,  Hannover (30451);3.8019
30601;Davenstedt; Hannover (30455);Davenstedt,  Hannover (30455);3.7401
30602;Nordstadt; Hannover (30167);Nordstadt,  Hannover (30167);3.8247
30603;Gross-Buchholz; Hannover / Gross Buchholz (30655);Gross-Buchholz,  Hannover / Gross Buchholz (30655);3.6596
30604;List; Hannover (30177);List,  Hannover (30177);3.8848
30605;Davenstedt; Hannover (30455);Davenstedt,  Hannover (30455);3.7401
30606;Gross-Buchholz; Hannover (30655);Gross-Buchholz,  Hannover (30655);3.6446
30607;Unknown;Unknown;Unknown, Unknown;
30608;Unknown;Unknown;Unknown, Unknown;
30609;Unknown;Unknown;Unknown, Unknown;
30610;Unknown;Unknown;Unknown, Unknown;
30611;Unknown;Unknown;Unknown, Unknown;
30612;Korallenweg 7; Hannover (30455);Korallenweg 7,  Hannover (30455);3.746
30613;Gross-Buchholz; Hannover (30627);Gross-Buchholz,  Hannover (30627);3.6446
30614;Oststadt; Hannover (30161);Oststadt,  Hannover (30161);3.8605
30615;Oberricklingen; Hannover (30459);Oberricklingen,  Hannover (30459);3.7824
30616;List; Hannover (30655);List,  Hannover (30655);3.8848
30617;Bothfeld; Hannover (30657);Bothfeld,  Hannover (30657);3.7219
30618;Bothfeld; Hannover (30657);Bothfeld,  Hannover (30657);3.7219
30619;Borglingstrasse 2; Hannover - Ledeburg (30419);Borglingstrasse 2,  Hannover - Ledeburg (30419);3.7858
30620;Oststadt; Hannover (30161);Oststadt,  Hannover (30161);3.8605
30621;Waldheim; Hannover / Sudstadt (30173);Waldheim,  Hannover / Sudstadt (30173);
30622;Ahlem; Hannover OT Ahlem (30453);Ahlem,  Hannover OT Ahlem (30453);
30623;Linden-Sud; Hannover (30449);Linden-Sud,  Hannover (30449);3.8111
30624;Misburg-Nord; Hannover (30629);Misburg-Nord,  Hannover (30629);3.6082
30625;Hainholz; Hannover (30165);Hainholz,  Hannover (30165);3.8285
30626;Unknown;Unknown;Unknown, Unknown;
30627;Davenstedt; Hannover (30455);Davenstedt,  Hannover (30455);3.7401
30628;Bothfeld; Hannover (30659);Bothfeld,  Hannover (30659);3.7219
30629;List; Hannover (30177);List,  Hannover (30177);3.8848
30630;Bothfeld; Hannover / Bothfeld (30659);Bothfeld,  Hannover / Bothfeld (30659);3.6884
30631;Mittelfeld; Hannover / Bemerode (30539);Mittelfeld,  Hannover / Bemerode (30539);3.9304
30632;Bothfeld; Hannover (30657);Bothfeld,  Hannover (30657);3.7219
30633;Vahrenwald; Hannover (30163);Vahrenwald,  Hannover (30163);3.8598
30634;Badenstedt; Hannover (30455);Badenstedt,  Hannover (30455);3.7308
30635;Linden-Nord; Hannover (30451);Linden-Nord,  Hannover (30451);3.8019
30636;Mittelfeld; Hannover (30519);Mittelfeld,  Hannover (30519);3.9117
30637;Sahlkamp; Hannover (30179);Sahlkamp,  Hannover (30179);3.9141
30638;Limmer; Hannover (30453);Limmer,  Hannover (30453);3.7775
